Area Latitude,Area Longitude,OBJECTID,STATION_NA,STN_ID_,SECONDARY_,STN_AUTHOR,NETWORK_,LOCATION_O,TYPE_OF_OB,ACTIVE_INA,PERIOD_OF_,LATITUDE,LONGITUDE,COUNTY,CLIMATE_DI,WATER_BASI,HUC,TEMP_,PRECIPITAT,SNOW_FALL,SNW_GND_DP,DEW_POINT,REL_HUM,WIND_SPEED,WIND_GUST,SOLAR_RAD,SOIL_MOIST,SOIL_TEMP,FUEL_TEMP,FUEL_MOIST,PRESSURE,SL_PRESSUR,ALTIMETER,WEATHER_CO,VISIBILITY,UVB,ELEVATION
-12650238.2456,4732326.5528,427,King Canyon,UTKNG, ,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,INACTIVE, ,39.07439,-113.6382,MILLARD,1,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,6281.528000
-12371388.0096,4733612.2539,428,FERRON,42279807, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1948-PRESENT,39.083333,-111.133333,EMERY,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5940.000000
-12364894.2928,4733891.5551,429,MOLEN,MOLE,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,1999-PRESENT,39.08528,-111.075,EMERY,7,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, ,ST, , , , , , , , ,5768.536000
-12364860.9422,4734185.4651,430,MOLEN,42MOLE00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1992-2000,39.08733,-111.0747,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5770.000000
-12426067.3007,4735021.8725,431,TWELVE MILE CREEK,42ZTMC00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.09317,-111.6245,SANPETE,4,SEVIER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12290419.9615,4735023.0919,432,HANKSVILLE 25SE,42HANK00, ,NWS1,NWS1,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.09317,-110.406,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,3880.000000
-12536518.1033,4736000.9677,433,CLEAR LAKE REFUGE,42150001, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1963-1984,39.1,-112.616667,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4600.000000
-12471209.0946,4736001.0637,434,ROUND VALLEY,42741N04, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1914-1923,39.1,-112.03,MILLARD,4,SEVIER RIVER, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5700.000000
-12415034.9915,4736317.4047,435,SEVIER RIVER/GUNNISON 4W,SRYU1, ,344640CE,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.1022,-111.5254,SANPETE,4,SEVIER RIVER, , ,P, , , , , , , , , , , , , , , , , , 
-12684948.7553,4738390.0675,436,ESKDALE,42260701, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1966-PRESENT,39.116667,-113.95,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4980.000000
-12212471.2309,4738656.3195,437,SEGO CANYON,42SEG00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1991-1994,39.1185,-109.7058,GRAND,7,SOUTHEAST COLORADO, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,8000.000000
-12417773.5798,4740305.9445,438,BEAVER DAMS,BVDU1,11K13S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,39.13,-111.55,SANPETE,4,SEVIER RIVER, ,T,P, , , , , , , , , , , , , , , , , ,7996.968000
-12404414.4058,4740306.1638,439,BUCK FLAT,BUFU1,11K31S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,39.13,-111.43,SANPETE,4,COLORADO WEST, ,T,P, , , , , , , , , , , , , , , , , ,9797.360000
-12412207.3901,4740784.3244,440,MOUNT BALDY RANGER STN,42590604, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1923-1938,39.133333,-111.5,SANPETE,4, , , ,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,9510.000000
-12447797.7034,4741927.1896,441,WB7REL Centerfield,AP224,9999999,APRSWXNET/Citizen Weather Observer Program,APRSWXNET/CWOP,http://www.wxqa.com/states/UT.html,HOURLY,INACTIVE, ,39.1413,-111.8197,SANPETE,4,SEVIER RIVER, ,T,P, , , , , , , , , , , , , , , , , ,5096.792000
-12453252.6276,4743175.8078,442,SEVIER RIVER YUBA,42ZSRY00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.15,-111.8687,SANPETE,4,SEVIER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12451838.7617,4743175.8582,443,SEVIER RIVER DELTA,42ZSRG00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.15,-111.856,SANPETE,4,SEVIER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12447460.086,4743175.9284,444,GUNNISON,42351404, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1956-1990,39.15,-111.816667,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5150.000000
-12394895.9459,4743650.5043,445,MANTI CREEK,MAAU1,16662658,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.1533,-111.3445,EMERY,4,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , , 
-12267988.3646,4743894.851,446,PRICE RIVER/WOODSIDE 1W,WOPU1, ,17DC3416,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.155,-110.2045,EMERY,7,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , , 
-12447011.5725,4744365.912,447,GUNNISON,GUNN, ,Sevier River Water Users Association,REC,http://www.sevierriver.org/weather/,HOURLY,ACTIVE,2001-PRESENT,39.15829,-111.812638,SANPETE,4,SEVIER RIVER, ,T,P, , ,DP,RH,WS,WG,SR, ,ST, , , , , , , , ,5198.800000
-12360255.9087,4745569.9499,448,CASTLE DALE HUNTER UP&L,42121607, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1980-PRESENT,39.166666,-111.033333,EMERY,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5660.000000
-12148742.8094,4745571.6434,449,HARLEY DOME,42370607, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1959-1963,39.166667,-109.133333,GRAND,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5250.000000
-12291032.5721,4749221.0012,450,DRY MESA,42DRYM00, ,BLM1,BLM1,Utah Climate Center,HOURLY,INACTIVE,1994-2001,39.19209,-110.4115,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5242.000000
-12480237.3752,4749709.2523,451,SEVIER RIVER/MARYSVALE 9S,MYSU1, ,3445D2A2,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.1955,-112.1111,MILLARD,4,CEDAR BEAVER, , ,P, , , , , , , , , , , , , , , , , , 
-12507945.461,4750355.5476,452,DELTA,422090, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1980-PRESENT,39.2,-112.36,MILLARD,1,SEVIER RIVER, , ,P, , , , , , , , , , , , , , , , , ,4621.848000
-12358400.7308,4750357.0345,453,CASTLE DALE,42121407, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1928-PRESENT,39.2,-111.016667,EMERY,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5620.000000
-12362111.3942,4753039.1931,454,CASTLE DALE 2S,42CAST00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1988-1994,39.21867,-111.05,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5644.000000
-12395508.3355,4753229.6914,455,EPHRAIM SORENESENS FD,422578, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1976-PRESENT,39.22,-111.35,SANPETE,4,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , ,5508.432000
-12358771.7736,4753230.3292,456,CASTLE DALE,CASD,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,2000-PRESENT,39.22,-111.02,EMERY,7,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, ,ST, , , , , , , , ,5575.672000
-12470318.603,4753645.7036,457,SEVIER RIVER/GUNNISON,SRJU1, ,166D4016,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.2229,-112.022,SANPETE,4,SEVIER RIVER, , ,P, , , , , , , , , , , , , , , , , , 
-12362111.3994,4754667.2267,458,HYRUM RES STORAGE/HUNTINGTON,HLCU1,3467263C,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.23,-111.05,CACHE,5,BEAR RIVER, , ,P, , , , , , , , , , , , , , , , , , 
-12630434.1898,4755861.6204,459,TULE VALLEY DELTA,42TULE00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1987-1994,39.23833,-113.4603,MILLARD,1,WEST DESERT, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5200.000000
-12185820.9297,4756938.5754,460,CLASS III 6-C (RATTLE),TR943,324DD3C8,Bureau of Land Management,RAWS,RAWS,HOURLY,ACTIVE,2001-PRESENT,39.2458,-109.4664,GRAND,7,SOUTHEAST COLORADO, ,T,P, , ,DP,RH,WS,WG,SR,SM, ,FT,FM, , , , , , ,6126.384000
-12618155.249,4757539.2297,461,IBEX,42417U01, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1909-1914,39.25,-113.35,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5600.000000
-12479001.6537,4757540.5148,462,SCIPIO,42771404, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1928-PRESENT,39.25,-112.1,MILLARD,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5300.000000
-12427050.7096,4757540.8612,463,MANTI,42540204, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1893-PRESENT,39.25,-111.633333,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5740.000000
-12283429.3783,4758379.9817,464,WOODSIE,42WOOD00, ,NWS1,NWS1,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.25583,-110.3432,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,4630.000000
-12284186.4395,4759938.1441,465,WOODSIDE,42962907, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1950-1958,39.266667,-110.35,EMERY,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4640.000000
-12158246.2303,4760227.3494,466,BRYSON CANYON,42BRYS00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1987-1994,39.26867,-109.2187,GRAND,7,SOUTHEAST COLORADO, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5320.000000
-12397734.9157,4760416.4733,467,GRASSY LAKE,GLUU1,120097,Colorado Basin River Forecast Center,CBRFC/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.27,-111.37,SANPETE,4,COLORADO WEST, ,T,P, , , , ,WS, , , , , , , , , , , , ,9997.440000
-12386045.4401,4760977.4559,468,JOES VALLEY DAM,JVDU1,99999,Colorado Basin River Forecast Center,CBRFC/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,2001-PRESENT,39.2739,-111.265,EMERY,7,COLORADO WEST, ,T,P, , , , ,WS, , , , , , , , , , , , ,6878.160000
-12158513.4418,4761698.3854,469,BRYSON CANYON,BCRU1,325F622C,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.2789,-109.2211,GRAND,7,SOUTHEAST COLORADO, ,T,P, , ,DP,RH,WS,WG,SR,SM, ,FT, , , , , , , ,5318.520000
-12688288.5816,4761851.8496,470,SMITHVILLE,42789N01, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1900-1901,39.28,-113.98,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4500.000000
-12540228.9823,4762332.8013,471,DESERET,42210101, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1891-PRESENT,39.283333,-112.65,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4590.000000
-12493863.2329,4762644.8464,472,SEVIER RIVER/DELTA 12NE,SRLU1, ,166ED27A,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.2855,-112.2335,MILLARD,4,CEDAR BEAVER, , ,P, , , , , , , , , , , , , , , , , , 
-12311281.9895,4762660.9871,473,FISH LAKE RNG STN/KOOSHAREM,FSHU1,15C47760,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,39.2856,-110.5934,EMERY,7,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , , 
-12386386.1143,4762973.5469,474,JOES VALLEY DAMSITE,JOES,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,2000-PRESENT,39.28778,-111.26806,EMERY,7,COLORADO WEST, ,T,P, , , , , , , , , , , , , , , , , ,6868.320000
-12538180.6497,4763281.655,475,Van,UP137,VAN,Union Pacific Railroad,UPR,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=51,HOURLY,ACTIVE,2003-PRESENT,39.28993,-112.6316,MILLARD,4,CEDAR BEAVER, ,T, , , , , , , , , , , , , , , , , , ,4592.984000
-12406641.1344,4764731.1037,476,EPHRAIM ALPINE MEADOW,42256504, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1911-1935,39.3,-111.45,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,9860.000000
-12406641.1344,4764731.1037,477,EPHRAIM ALPINE MEADOW,42338604, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948,39.3,-111.45,SANPETE,4, , , ,P, , , , , , , , , , , , , , , , , ,9870.000000
-12388303.2909,4765290.8945,478,LITTLE CREEK,LITW,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,2000-PRESENT,39.30389,-111.28528,EMERY,7,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, , , , , , , , , , ,6988.368000
-12392480.2539,4766083.6197,479,JOES VALLLEY,JVAU1,323C376C,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.3094,-111.3228,SANPETE,4,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, , ,FT,FM, , , , , , ,8697.904000
-12393189.4356,4766808.7504,480,GRASSY FLATS,GRAS,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,2000-PRESENT,39.31444,-111.32917,SANPETE,4,COLORADO WEST, ,T,P, , , , ,WS, , , , , , , , , , , , ,8855.672000
-12410352.0638,4767128.9674,481,EPHRAIM HQ GBRC,42257304, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1915-1955,39.316667,-111.483333,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,8810.000000
-12410352.0638,4767128.9674,482,EPHRAIM HQ GBRC,42338804, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1940-1950,39.316667,-111.483333,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,8860.000000
-12483142.9208,4767392.0206,483,SCIPIO VALLEY,42SCIP00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1983-1988,39.3185,-112.1372,MILLARD,4,CEDAR BEAVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5400.000000
-12404414.5902,4767608.6462,484,SEELEY CREEK,SEEU1,11K09S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,39.32,-111.43,SANPETE,4,COLORADO WEST, ,T,P, , , , , , , , , , , , , , , , , ,9997.440000
-12191787.9341,4767609.4191,485,EAST WILLOW CREEK,EWCU1,09K01S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,39.32,-109.52,GRAND,7,SOUTHEAST COLORADO, ,T,P, , , , , , , , , , , , , , , , , ,8248.872000
-12473591.452,4768960.68,486,SEVIER RESERVOIR,SBWU1,325F81DE,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.3294,-112.0514,JUAB,4,SEVIER RIVER, ,T,P, , ,DP,RH,WS,WG,SR, , ,FT, ,PR,SLP,A, , , ,5367.720000
-12532436.4923,4769046.6184,487,Delta,KU24,99999,National Weather Service,NWS/FAA,http://www.faa.gov/asos/,HOURLY,ACTIVE,1997-PRESENT,39.33,-112.58,MILLARD,1,SEVIER RIVER, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A,WC,VIS, ,4637.920000
-12362111.3047,4769523.1649,488,CASTLE DALE (EWCD OFFICE),42CASD00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1993-1994,39.3333,-111.05,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5650.000000
-12532807.5154,4769526.2389,489,DELTA,42209001, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1938-PRESENT,39.333333,-112.583333,MILLARD,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4620.000000
-12520001.8238,4770082.9359,490,CW3428 Delta,C3428,9999999,APRSWXNET/Citizen Weather Observer Program,APRSWXNET/CWOP,http://www.wxqa.com/states/UT.html,HOURLY,ACTIVE,2005-PRESENT,39.3372,-112.4683,MILLARD,1,SEVIER RIVER, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A, , , ,4736.648000
-12536744.735,4770101.4532,491,GUNNISON BEND RS,42ZGBR00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.33733,-112.6187,MILLARD,1,CEDAR BEAVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12311259.4309,4770103.5453,492,FLATTOP MOUNTAIN,42FTOP00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1987-1994,39.33733,-110.5932,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6120.000000
-12312016.527,4770128.0717,493,FLATTOP MOUNTAIN,FTMU1,325F57B6,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.3375,-110.6,EMERY,7,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, , ,FT, , , , , , , ,6118.512000
-12352270.5059,4770430.0325,494,HUNTINGTON NORTH,HUNT, ,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE,2004-PRESENT,39.3396,-110.9616,EMERY,4,COLORADO WEST, ,T,P, , ,DP,RH,WS,WG,SR, ,ST, , , , , , , , ,5778.376000
-12490779.7327,4770942.4282,495,SEVIER RIVER LEAM,42ZSRT00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.34317,-112.2058,MILLARD,4,SEVIER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12467869.4626,4770942.5713,496,SEVIER RESERVOIR,42SEVI00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1987-1994,39.34317,-112,JUAB,4,SEVIER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5330.000000
-12622018.3242,4771924.3449,497,TULE VALLEY,TVWU1,325F715A,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,39.35,-113.3847,MILLARD,1,SEVIER RIVER, ,T,P, , ,DP,RH,WS,WG,SR, , ,FT, , , , , , , ,5198.800000
-12532436.5338,4771925.304,498,Delta,CMP08,9999999,Community Environmental Monitoring Program,CEMP,http://www.cemp.dri.edu/,HOURLY,ACTIVE,2002-PRESENT,39.35,-112.58,MILLARD,1,SEVIER RIVER, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4598.888000
-12421484.5039,4771926.2264,499,EPHRAIM SORENSENS FLD,42257804, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1934-PRESENT,39.35,-111.583333,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5670.000000
-12414063.0622,4771926.2426,500,EPHRAIM OAKS,42257604, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1918-1935,39.35,-111.516667,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7410.000000
-12414063.0622,4771926.2426,501,EPHRAIM OAKS,42339104, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948-2000,39.35,-111.516667,SANPETE,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7660.000000
-12401074.7573,4773366.0263,502,PRICE,427026, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1971-PRESENT,39.36,-111.4,CARBON,7,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , ,5543.528000
-12363966.7081,4774326.5053,503,HUNTINGTON FARM UP&L,42412504, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1980-1983,39.366667,-111.066667,EMERY,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6230.000000
-12492883.8141,4774588.9914,504,SEVIER BRIDGE RS,42ZSBR00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.3685,-112.2247,MILLARD,4,CEDAR BEAVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12420523.3987,4774589.7172,505,EPHRAIM,42EPHR00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1988-1994,39.3685,-111.5747,SANPETE,4,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5510.000000
-12366920.4474,4774590.3603,506,HUNTING RESEARCH,42HLOW00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1990-1994,39.3685,-111.0932,EMERY,4,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6230.000000
-12362111.2959,4774590.4641,507,HUNTINGTON FARM,42ROCK00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1987-1994,39.3685,-111.05,EMERY,4,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6320.000000
-12470596.916,4775477.66,508,SEVIER RINVER JUAB,42ZSRJ00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1994,39.37467,-112.0245,MILLARD,4,CEDAR BEAVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12471209.1783,4776245.2126,509,SEVIER BRIDGE DAM,427740000, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1922-1932,39.38,-112.03,JUAB,0, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4980.000000
-12504977.0699,4776724.899,510,OAK CITY,42635704, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1905-PRESENT,39.383333,-112.333333,MILLARD,4, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5070.000000
-12323148.3437,4779127.5548,511,VICTOR,42914N07, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1912-1922,39.4,-110.7,EMERY,7, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5250.000000
-12336352.3165,4779728.2593,512,ELMO,ELMO,99999,Emery Water Conservancy District,REC,http://orange.ewcd.org/weather/,HOURLY,ACTIVE, ,39.40417,-110.81861,EMERY,7,COLORADO WEST, , , , , , , , , , , , , , , , , , , , ,5675.712000
-12334926.1957,4779967.4005,513,ELMO,42ELMO00, ,USBR,USBR,Utah Climate Center,HOURLY,INACTIVE,1992-2000,39.40583,-110.8058,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5670.000000
-12294917.4619,4780127.2847,514,CEDAR MESA,42CEDR00, ,BLM1,BLM1,Utah Climate Center,HOURLY,INACTIVE,1999-2001,39.40694,-110.4464,EMERY,7,COLORADO WEST, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,4296.000000
-12395508.4424,4780567.5404,515,SCOFIELD 3SW,427722, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1979-1980,39.41,-111.35,CARBON,5,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , ,7724.072000
-12358771.6885,4780568.0227,516,SCOFIELD-SKYLINE MINE,427729, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1984-PRESENT,39.41,-111.02,CARBON,5,COLORADO WEST, , ,P, , , , , , , , , , , , , , , , , ,8384.008000
-12412207.5482,4782008.2828,517,NEPHI,426135, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1971-PRESENT,39.42,-111.5,JUAB,4,SEVIER RIVER, , ,P, , , , , , , , , , , , , , , , , ,5128.608000
